id,title,abstract,pdf_url
2509.09588v1,Bulk Thermal Conductance of the 5/2 and 7/3 Fractional Quantum Hall States in the Corbino Geometry,"In this work, making use of time-resolved in situ Joule heating of a
two-dimensional electron gas (2DEG) in the Corbino geometry, we report bulk
thermal conductance measurements for the {\nu} = 5/2 and {\nu} = 7/3 fractional
quantum Hall (FQH) states for electron temperatures ranging from 20 to 150 mK.
We compare our findings with a recent study by Melcer et al. [Nature 625, 489
(2024)] that observed a finite bulk thermal conductivity \k{appa}xx in FQH
states. In spite of the large size difference and the vastly different
experimental schemes used to extract \k{appa}xx, we find in large part that
both experiments yield similar results and conclude that the bulk of FQH states
thermally conducts and violate the Wiedemann-Franz law by a wide margin. Slight
discrepancies between both studies are further discussed in terms of
particle-hole symmetry in the vicinity of the 5/2 and 7/3 FQH states.",http://arxiv.org/pdf/2509.09588v1
2509.09584v1,Visual Grounding from Event Cameras,"Event cameras capture changes in brightness with microsecond precision and
remain reliable under motion blur and challenging illumination, offering clear
advantages for modeling highly dynamic scenes. Yet, their integration with
natural language understanding has received little attention, leaving a gap in
multimodal perception. To address this, we introduce Talk2Event, the first
large-scale benchmark for language-driven object grounding using event data.
Built on real-world driving scenarios, Talk2Event comprises 5,567 scenes,
13,458 annotated objects, and more than 30,000 carefully validated referring
expressions. Each expression is enriched with four structured attributes --
appearance, status, relation to the viewer, and relation to surrounding objects
-- that explicitly capture spatial, temporal, and relational cues. This
attribute-centric design supports interpretable and compositional grounding,
enabling analysis that moves beyond simple object recognition to contextual
reasoning in dynamic environments. We envision Talk2Event as a foundation for
advancing multimodal and temporally-aware perception, with applications
spanning robotics, human-AI interaction, and so on.",http://arxiv.org/pdf/2509.09584v1
2509.09583v1,Personality-Enhanced Social Recommendations in SAMI: Exploring the Role of Personality Detection in Matchmaking,"Social connection is a vital part of learning, yet online course environments
present barriers to the organic formation of social groups. SAMI offers one
solution by facilitating student connections, but its effectiveness is
constrained by an incomplete Theory of Mind, limiting its ability to create an
effective mental model of a student. One facet of this is its inability to
intuit personality, which may influence the relevance of its recommendations.
To explore this, we propose a personality detection model utilizing GPTs
zero-shot capability to infer Big-Five personality traits from forum
introduction posts, often encouraged in online courses. We benchmark its
performance against established models, demonstrating its efficacy in this
task. Furthermore, we integrate this model into SAMIs entity-based matchmaking
system, enabling personality-informed social recommendations. Initial
integration suggests personality traits can complement existing matching
factors, though additional evaluation is required to determine their full
impact on student engagement and match quality.",http://arxiv.org/pdf/2509.09583v1
2509.09582v1,The emergence of globular clusters and globular-cluster-like dwarfs,"Globular clusters (GCs) are among the oldest and densest stellar systems in
the Universe, yet how they form remains a mystery. Here we present a suite of
cosmological simulations in which both dark-matter-free GCs and
dark-matter-rich dwarf galaxies naturally emerge in the Standard Cosmology. We
show that these objects inhabit distinct locations in the size-luminosity plane
and that they have similar ages, age spread, metallicity and metallicity spread
to globulars and dwarfs in the nearby Universe. About half of our simulated
globulars form by means of regular star formation near the centres of their
host dwarf, with the rest forming further out, triggered by mergers. The latter
are more tidally isolated and more likely to survive to the present day.
Finally, our simulations predict the existence of a new class of object that we
call 'globular-cluster-like dwarfs' (GCDs). These form from a single,
self-quenching, star-formation event in low-mass dark-matter halos at high
redshift and have observational properties intermediate between globulars and
dwarfs. We identify several dwarfs in our Galaxy, such as Reticulum II (refs.
2-4), that could be in this new class. If so, they promise unprecedented
constraints on dark-matter models and new sites to search for metal-free stars.",http://arxiv.org/pdf/2509.09582v1
2509.09581v1,Programmable 200 GOPS Hopfield-inspired photonic Ising machine,"Ising machines offer a compelling approach to addressing NP-hard problems,
but physical realizations that are simultaneously scalable, reconfigurable,
fast, and stable remain elusive. Quantum annealers, like D-Wave's cryogenic
hardware, target combinatorial optimization tasks, but quadratic scaling of
qubit requirements with problem size limits their scalability on dense graphs.
Here, we introduce a programmable, stable, room-temperature optoelectronic
oscillator (OEO)-based Ising machine with linear scaling in spin
representation. Inspired by Hopfield networks, our architecture solves
fully-connected problems with up to 256 spins (65,536 couplings), and $>$41,000
spins (205,000+ couplings) if sparse. Our system leverages cascaded thin-film
lithium niobate modulators, a semiconductor optical amplifier, and a digital
signal processing (DSP) engine in a recurrent time-encoded loop, demonstrating
potential $>$200 giga-operations per second for spin coupling and nonlinearity.
This platform achieves the largest spin configuration in an OEO-based photonic
Ising machine, enabled by high intrinsic speed. We experimentally demonstrate
best-in-class solution quality for Max-Cut problems of arbitrary graph
topologies (2,000 and 20,000 spins) among photonic Ising machines and obtain
ground-state solutions for number partitioning and lattice protein folding -
benchmarks previously unaddressed by photonic systems. Our system leverages
inherent noise from high baud rates to escape local minima and accelerate
convergence. Finally, we show that embedding DSP - traditionally used in
optical communications - within optical computation enhances convergence and
solution quality, opening new frontiers in scalable, ultrafast computing for
optimization, neuromorphic processing, and analog AI.",http://arxiv.org/pdf/2509.09581v1
2509.09577v1,Exactly Solvable Model of Random Walks with Stochastic Exchange,"We solve exactly the non-equilibrium dynamics of two discrete random walkers
moving in channels with transition rates $p \neq q$ that swap positions at a
rate $s$. We compute exactly the joint probability distribution $P_{n,m}(t)$
for the walkers, revealing the existence of two dynamical crossovers. The first
signals the passage from independent diffusion to a swap-dominated regime where
the particles act as identical random walkers swapping positions. The second
crossover occurs when both channels become indistinguishable and the walkers
move around the same position. Furthermore, we demonstrate the existence of a
persistent spatial anisotropy defined by the difference between the second
moments of the probability distributions in the two channels. Our results may
provide a quantitative framework to understand diverse systems. In biology, it
is motivated by motor proteins (kinesin/dynein) exchanging cargo leadership,
membrane receptors swapping binding partners, or brain synapses with
activity-dependent plasticity. In finance, it models traders with distinct risk
profiles swapping positions in limit-order books, or volatility spillover
between coupled markets. These diverse systems share a unifying theme: exchange
processes mediate macroscopic correlations despite individual heterogeneity.",http://arxiv.org/pdf/2509.09577v1
2509.09574v1,Human-in-the-loop Learning Through Decentralized Communication Mechanisms,"Information sharing platforms like TripAdvisor and Waze involve human agents
as both information producers and consumers. All these platforms operate in a
centralized way to collect agents' latest observations of new options (e.g.,
restaurants, hotels, travel routes) and share such information with all in real
time. However, after hearing the central platforms' live updates, many human
agents are found selfish and unwilling to further explore unknown options for
the benefit of others in the long run. To regulate the human-in-the-loop
learning (HILL) game against selfish agents' free-riding, this paper proposes a
paradigm shift from centralized to decentralized way of operation that forces
agents' local explorations through restricting information sharing. When game
theory meets distributed learning, we formulate our decentralized communication
mechanism's design as a new multi-agent Markov decision process (MA-MDP), and
derive its analytical condition to outperform today's centralized operation. As
the optimal decentralized communication mechanism in MA-MDP is NP-hard to
solve, we present an asymptotically optimal algorithm with linear complexity to
determine the mechanism's timing of intermittent information sharing. Then we
turn to non-myopic agents who may revert to even over-explore, and adapt our
mechanism design to work. Simulation experiments using real-world dataset
demonstrate the effectiveness of our decentralized mechanisms for various
scenarios.",http://arxiv.org/pdf/2509.09574v1
2509.09561v1,Mechanism Design with Outliers and Predictions,"We initiate the study of mechanism design with outliers, where the designer
can discard $z$ agents from the social cost objective. This setting is
particularly relevant when some agents exhibit extreme or atypical preferences.
As a natural case study, we consider facility location on the line: $n$
strategic agents report their preferred locations, and a mechanism places a
facility to minimize a social cost function. In our setting, the $z$ agents
farthest from the chosen facility are excluded from the social cost. While it
may seem intuitive that discarding outliers improves efficiency, our results
reveal that the opposite can hold.
  We derive tight bounds for deterministic strategyproof mechanisms under the
two most-studied objectives: utilitarian and egalitarian social cost. Our
results offer a comprehensive view of the impact of outliers. We first show
that when $z \ge n/2$, no strategyproof mechanism can achieve a bounded
approximation for either objective. For egalitarian cost, selecting the $(z +
1)$-th order statistic is strategyproof and 2-approximate. In fact, we show
that this is best possible by providing a matching lower bound. Notably, this
lower bound of 2 persists even when the mechanism has access to a prediction of
the optimal location, in stark contrast to the setting without outliers. For
utilitarian cost, we show that strategyproof mechanisms cannot effectively
exploit outliers, leading to the counterintuitive outcome that approximation
guarantees worsen as the number of outliers increases. However, in this case,
access to a prediction allows us to design a strategyproof mechanism achieving
the best possible trade-off between consistency and robustness. Finally, we
also establish lower bounds for randomized mechanisms that are truthful in
expectation.",http://arxiv.org/pdf/2509.09561v1
2509.09560v1,Boosting Embodied AI Agents through Perception-Generation Disaggregation and Asynchronous Pipeline Execution,"Embodied AI systems operate in dynamic environments, requiring seamless
integration of perception and generation modules to process high-frequency
input and output demands. Traditional sequential computation patterns, while
effective in ensuring accuracy, face significant limitations in achieving the
necessary ""thinking"" frequency for real-world applications. In this work, we
present Auras, an algorithm-system co-designed inference framework to optimize
the inference frequency of embodied AI agents. Auras disaggregates the
perception and generation and provides controlled pipeline parallelism for them
to achieve high and stable throughput. Faced with the data staleness problem
that appears when the parallelism is increased, Auras establishes a public
context for perception and generation to share, thereby promising the accuracy
of embodied agents. Experimental results show that Auras improves throughput by
2.54x on average while achieving 102.7% of the original accuracy, demonstrating
its efficacy in overcoming the constraints of sequential computation and
providing high throughput.",http://arxiv.org/pdf/2509.09560v1
2509.09551v1,Morphologies of caustics studied by catastrophe charged-particle optics,"This paper explores the topologies of caustics observed in instruments that
employ charged particles, such as electron and ion microscopes. These
geometrical figures are studied here using catastrophe theory. The application
of this geometrical theory to our optical situation has enabled us to
analytically reproduce the behaviours of various caustics. The interest lies
mainly in the universal nature of these results since our treatment requires no
prior knowledge of the optical configuration, but only a smart definition of
the control space. This universal approach has finally made it possible to
extract mathematical relationships between the aberration coefficients of any
optical system, which were hidden by the complexity of optical trajectories but
revealed by the set of catastrophes in the control space. These results provide
a glimpse for future applications of caustics in the development of new
corrected optical systems, especially for ions-based devices.",http://arxiv.org/pdf/2509.09551v1
2509.09550v1,Finite Scalar Quantization Enables Redundant and Transmission-Robust Neural Audio Compression at Low Bit-rates,"Neural Audio Codecs (NACs) have become increasingly adopted in speech
processing tasks due to their excellent rate-distortion performance and
compatibility with Large Language Models (LLMs) as discrete feature
representations for audio generation. While most existing codecs rely on
Residual Vector Quantization (RVQ), Finite Scalar Quantization (FSQ) has
recently emerged as a compelling alternative that simplifies training and
natively supports single codebooks. We introduce NeuCodec, an FSQ-based NAC,
and show that FSQ encodes baked-in redundancy which produces an encoding which
is robust when transmitted through noisy channels. First, through an encoder
distillation experiment, we show that two different encoders can learn to
encode identical audio into vastly different code sequences whilst maintaining
comparable reconstruction quality with the same quantizer and decoder. Second,
we demonstrate that FSQ has vastly superior bit-level perturbation robustness
by comparing the performance of RVQ and FSQ codecs when simulating the
transmission of code sequences through a noisy channel.",http://arxiv.org/pdf/2509.09550v1
2509.09544v1,Prompting the Market? A Large-Scale Meta-Analysis of GenAI in Finance NLP (2022-2025),"Large Language Models (LLMs) have rapidly reshaped financial NLP, enabling
new tasks and driving a proliferation of datasets and diversification of data
sources. Yet, this transformation has outpaced traditional surveys. In this
paper, we present MetaGraph, a generalizable methodology for extracting
knowledge graphs from scientific literature and analyzing them to obtain a
structured, queryable view of research trends. We define an ontology for
financial NLP research and apply an LLM-based extraction pipeline to 681 papers
(2022-2025), enabling large-scale, data-driven analysis. MetaGraph reveals
three key phases: early LLM adoption and task/dataset innovation; critical
reflection on LLM limitations; and growing integration of peripheral techniques
into modular systems. This structured view offers both practitioners and
researchers a clear understanding of how financial NLP has evolved -
highlighting emerging trends, shifting priorities, and methodological
shifts-while also demonstrating a reusable approach for mapping scientific
progress in other domains.",http://arxiv.org/pdf/2509.09544v1
2509.09541v1,Compositional Concept Generalization with Variational Quantum Circuits,"Compositional generalization is a key facet of human cognition, but lacking
in current AI tools such as vision-language models. Previous work examined
whether a compositional tensor-based sentence semantics can overcome the
challenge, but led to negative results. We conjecture that the increased
training efficiency of quantum models will improve performance in these tasks.
We interpret the representations of compositional tensor-based models in
Hilbert spaces and train Variational Quantum Circuits to learn these
representations on an image captioning task requiring compositional
generalization. We used two image encoding techniques: a multi-hot encoding
(MHE) on binary image vectors and an angle/amplitude encoding on image vectors
taken from the vision-language model CLIP. We achieve good proof-of-concept
results using noisy MHE encodings. Performance on CLIP image vectors was more
mixed, but still outperformed classical compositional models.",http://arxiv.org/pdf/2509.09541v1
2509.09538v1,Entanglement phases and phase transitions in monitored free fermion system due to localizations,"In recent years, the presence of local potentials has significantly enriched
and diversified the entanglement patterns in monitored free fermion systems. In
our approach, we employ the stochastic Schr\""odinger equation to simulate a
one-dimensional spinless fermion system under continuous measurement and local
potentials. By averaging the steady-state entanglement entropy over many
quantum trajectories, we investigate its dependence on measurement and
localization parameters. We used a phenomenological model to interpret the
numerical results, and the results show that the introduction of local
potentials does not destroy the universality class of the entanglement phase
transition, and that the phase boundary is jointly characterized by the
measurement process and the localization mechanism. This work offers a new
perspective on the characterization of the entanglement phase boundary arising
from the combined effects of measurement and localization, and provides
criteria for detecting this novel phase transition in cold atom systems,
trapped ions, and quantum dot arrays.",http://arxiv.org/pdf/2509.09538v1
2509.09535v1,Unified Framework for Hybrid Aleatory and Epistemic Uncertainty Propagation via Decoupled Multi-Probability Density Evolution Method,"This paper presents a unified framework for uncertainty propagation in
dynamical systems involving hybrid aleatory and epistemic uncertainties. The
framework accommodates precise probabilistic, imprecise probabilistic, and
non-probabilistic representations, including the distribution-free
probability-box (p-box). A central aspect of the framework involves
transforming the original uncertainty inputs into an augmented random space,
yielding the primary challenge of determining the conditional probability
density function (PDF) of the response quantity of interest given epistemic
uncertainty parameters. The recently proposed decoupled multi-probability
density evolution method (decoupled M-PDEM) is employed to numerically solve
the conditional PDF for complex dynamical systems. Several numerical examples
illustrate the applicability, efficiency, and accuracy of the proposed
framework. These include a linear single-degree-of-freedom (SDOF) system
subject to Gaussian white noise with its natural frequency modeled as a p-box,
a 10-DOF hysteretic structure subject to imprecise seismic loads, and a crash
box model with mixed random and interval system parameters.",http://arxiv.org/pdf/2509.09535v1
2509.09534v1,ProDiGy: Proximity- and Dissimilarity-Based Byzantine-Robust Federated Learning,"Federated Learning (FL) emerged as a widely studied paradigm for distributed
learning. Despite its many advantages, FL remains vulnerable to adversarial
attacks, especially under data heterogeneity. We propose a new Byzantine-robust
FL algorithm called ProDiGy. The key novelty lies in evaluating the client
gradients using a joint dual scoring system based on the gradients' proximity
and dissimilarity. We demonstrate through extensive numerical experiments that
ProDiGy outperforms existing defenses in various scenarios. In particular, when
the clients' data do not follow an IID distribution, while other defense
mechanisms fail, ProDiGy maintains strong defense capabilities and model
accuracy. These findings highlight the effectiveness of a dual perspective
approach that promotes natural similarity among honest clients while detecting
suspicious uniformity as a potential indicator of an attack.",http://arxiv.org/pdf/2509.09534v1
2509.09533v1,Bioluminescence tomography: A new regularized shape optimization method,"In this paper, we investigate an inverse source problem arising in
bioluminescence tomography (BLT), where the objective is to recover both the
support and intensity of the light source from boundary measurements. A shape
optimization framework is developed, in which the source strength and its
support are decoupled through first-order optimality conditions. To enhance the
stability of the reconstruction, we incorporate a parameter-dependent coupled
complex boundary method(CCBM) scheme together with perimeter and volume
regularizations. The level-set representation naturally accommodates
topological changes, enabling the reconstruction of multiple, closely located,
or nested sources. Theoretical justifications are provided, and a series of
numerical experiments are conducted to validate the proposed method. The
results demonstrate the robustness, accuracy, and noise-resistance of the
algorithm, as well as its advantages over existing approaches.",http://arxiv.org/pdf/2509.09533v1
2509.09527v1,Generative Diffusion Contrastive Network for Multi-View Clustering,"In recent years, Multi-View Clustering (MVC) has been significantly advanced
under the influence of deep learning. By integrating heterogeneous data from
multiple views, MVC enhances clustering analysis, making multi-view fusion
critical to clustering performance. However, there is a problem of low-quality
data in multi-view fusion. This problem primarily arises from two reasons: 1)
Certain views are contaminated by noisy data. 2) Some views suffer from missing
data. This paper proposes a novel Stochastic Generative Diffusion Fusion (SGDF)
method to address this problem. SGDF leverages a multiple generative mechanism
for the multi-view feature of each sample. It is robust to low-quality data.
Building on SGDF, we further present the Generative Diffusion Contrastive
Network (GDCN). Extensive experiments show that GDCN achieves the
state-of-the-art results in deep MVC tasks. The source code is publicly
available at https://github.com/HackerHyper/GDCN.",http://arxiv.org/pdf/2509.09527v1
2509.09526v1,Region-Specific Audio Tagging for Spatial Sound,"Audio tagging aims to label sound events appearing in an audio recording. In
this paper, we propose region-specific audio tagging, a new task which labels
sound events in a given region for spatial audio recorded by a microphone
array. The region can be specified as an angular space or a distance from the
microphone. We first study the performance of different combinations of
spectral, spatial, and position features. Then we extend state-of-the-art audio
tagging systems such as pre-trained audio neural networks (PANNs) and audio
spectrogram transformer (AST) to the proposed region-specific audio tagging
task. Experimental results on both the simulated and the real datasets show the
feasibility of the proposed task and the effectiveness of the proposed method.
Further experiments show that incorporating the directional features is
beneficial for omnidirectional tagging.",http://arxiv.org/pdf/2509.09526v1
2509.09524v1,DeMeVa at LeWiDi-2025: Modeling Perspectives with In-Context Learning and Label Distribution Learning,"This system paper presents the DeMeVa team's approaches to the third edition
of the Learning with Disagreements shared task (LeWiDi 2025; Leonardelli et
al., 2025). We explore two directions: in-context learning (ICL) with large
language models, where we compare example sampling strategies; and label
distribution learning (LDL) methods with RoBERTa (Liu et al., 2019b), where we
evaluate several fine-tuning methods. Our contributions are twofold: (1) we
show that ICL can effectively predict annotator-specific annotations
(perspectivist annotations), and that aggregating these predictions into soft
labels yields competitive performance; and (2) we argue that LDL methods are
promising for soft label predictions and merit further exploration by the
perspectivist community.",http://arxiv.org/pdf/2509.09524v1
2509.09522v1,Towards Explainable Job Title Matching: Leveraging Semantic Textual Relatedness and Knowledge Graphs,"Semantic Textual Relatedness (STR) captures nuanced relationships between
texts that extend beyond superficial lexical similarity. In this study, we
investigate STR in the context of job title matching - a key challenge in
resume recommendation systems, where overlapping terms are often limited or
misleading. We introduce a self-supervised hybrid architecture that combines
dense sentence embeddings with domain-specific Knowledge Graphs (KGs) to
improve both semantic alignment and explainability. Unlike previous work that
evaluated models on aggregate performance, our approach emphasizes data
stratification by partitioning the STR score continuum into distinct regions:
low, medium, and high semantic relatedness. This stratified evaluation enables
a fine-grained analysis of model performance across semantically meaningful
subspaces. We evaluate several embedding models, both with and without KG
integration via graph neural networks. The results show that fine-tuned SBERT
models augmented with KGs produce consistent improvements in the high-STR
region, where the RMSE is reduced by 25% over strong baselines. Our findings
highlight not only the benefits of combining KGs with text embeddings, but also
the importance of regional performance analysis in understanding model
behavior. This granular approach reveals strengths and weaknesses hidden by
global metrics, and supports more targeted model selection for use in Human
Resources (HR) systems and applications where fairness, explainability, and
contextual matching are essential.",http://arxiv.org/pdf/2509.09522v1
2509.09521v1,Coarsening model of chromosomal crossover placement,"Chromosomal crossovers play a crucial role in meiotic cell division, as they
ensure proper chromosome segregation and increase genetic variability.
Experiments have consistently revealed two key observations across species: (i)
the number of crossovers per chromosome is typically small, but at least one,
and (ii) crossovers on the same chromosome are subject to interference, i.e.,
they are more separated than expected by chance. These observations can be
explained by a recently proposed coarsening model, where the dynamics of
droplets associated with chromosomes designate crossovers. We provide a
comprehensive analysis of the coarsening model, which we also extend by
including material exchanges between droplets, the synaptonemal complex, and
the nucleoplasm. We derive scaling laws for the crossover count, which allows
us to analyze data across species. Moreover, our model provides a coherent
explanation of experimental data across mutants, including the wild-type and
zyp1-mutant of A. thaliana. Consequently, the extended coarsening model
provides a solid framework for investigating the underlying mechanisms of
crossover placement.",http://arxiv.org/pdf/2509.09521v1
2509.09518v1,Microlocal analysis of the non-relativistic limit of the Klein--Gordon equation: Estimates,"This is the more technical half of a two-part work in which we introduce a
robust microlocal framework for analyzing the non-relativistic limit of
relativistic wave equations with time-dependent coefficients, focusing on the
Klein--Gordon equation. Two asymptotic regimes in phase space are relevant to
the non-relativistic limit: one corresponding to what physicists call
``natural'' units, in which the PDE is approximable by the free Klein--Gordon
equation, and a low-frequency regime in which the equation is approximable by
the usual Schrodinger equation. Combining the analyses in the two regimes gives
global estimates which are uniform as the speed of light goes to infinity. The
companion paper gives applications. Our main technical tools are three new
pseudodifferential calculi, $\Psi_{\natural}$ (a variant of the semiclassical
scattering calculus), $\Psi_{\natural\mathrm{res}}$, and
$\Psi_{\natural2\mathrm{res}}$, the latter two of which are created by ``second
microlocalizing'' the first at certain locations. This paper and the companion
paper can be read in either order, since the latter treats the former as a
black box.",http://arxiv.org/pdf/2509.09518v1
2509.09513v1,Explainable AI for Accelerated Microstructure Imaging: A SHAP-Guided Protocol on the Connectome 2.0 scanner,"The diffusion MRI Neurite Exchange Imaging model offers a promising framework
for probing gray matter microstructure by estimating parameters such as
compartment sizes, diffusivities, and inter-compartmental water exchange time.
However, existing protocols require long scan times. This study proposes a
reduced acquisition scheme for the Connectome 2.0 scanner that preserves model
accuracy while substantially shortening scan duration. We developed a
data-driven framework using explainable artificial intelligence with a guided
recursive feature elimination strategy to identify an optimal 8-feature subset
from a 15-feature protocol. The performance of this optimized protocol was
validated in vivo and benchmarked against the full acquisition and alternative
reduction strategies. Parameter accuracy, preservation of anatomical contrast,
and test-retest reproducibility were assessed. The reduced protocol yielded
parameter estimates and cortical maps comparable to the full protocol, with low
estimation errors in synthetic data and minimal impact on test-retest
variability. Compared to theory-driven and heuristic reduction schemes, the
optimized protocol demonstrated superior robustness, reducing the deviation in
water exchange time estimates by over two-fold. In conclusion, this hybrid
optimization framework enables viable imaging of neurite exchange in 14 minutes
without loss of parameter fidelity. This approach supports the broader
application of exchange-sensitive diffusion magnetic resonance imaging in
neuroscience and clinical research, and offers a generalizable method for
designing efficient acquisition protocols in biophysical parameter mapping.",http://arxiv.org/pdf/2509.09513v1
2509.09510v1,"Cognitive Affordances in Visualization: Related Constructs, Design Factors, and Framework","Classically, affordance research investigates how the shape of objects
communicates actions to potential users. Cognitive affordances, a subset of
this research, characterize how the design of objects influences cognitive
actions, such as information processing. Within visualization, cognitive
affordances inform how graphs' design decisions communicate information to
their readers. Although several related concepts exist in visualization, a
formal translation of affordance theory to visualization is still lacking. In
this paper, we review and translate affordance theory to visualization by
formalizing how cognitive affordances operate within a visualization context.
We also review common methods and terms, and compare related constructs to
cognitive affordances in visualization. Based on a synthesis of research from
psychology, human computer interaction, and visualization, we propose a
framework of cognitive affordances in visualization that enumerates design
decisions and reader characteristics that influence a visualization's hierarchy
of communicated information. Finally, we demonstrate how this framework can
guide the evaluation and redesign of visualizations.",http://arxiv.org/pdf/2509.09510v1
2509.09506v1,Frozen differential scattering in reconfigurable complex media,"The sensitivity of transmission to the input wavefront is a hallmark feature
of complex media and the basis for wavefront shaping techniques. Yet,
intriguing special cases exist in which the output wavefront is ""frozen""
(agnostic to the input wavefront). This happens when special structure in the
complex medium collapses the rank of its transmission matrix to unity. Here, we
unveil that an analogous phenomenon exists more universally for differential
scattering (including reflection) in reconfigurable complex media.
Specifically, for a localized perturbation, the differential scattering matrix
of any complex medium has rank one. One consequence is that the differential
output signal is perfectly coherent irrespective of the input wavefront's
coherence. Moreover, the thermal noise emitted into the frozen differential
output mode has a particular structure that can be exploited for thermal noise
management. We experimentally evidence frozen differential scattering in a
rich-scattering wireless link parametrized by a programmable meta-atom. Then,
we demonstrate ""customized freezing"" by optimizing the configuration of
additional programmable meta-atoms that parametrize the wireless link, as
envisioned for 6G networks. We impose particular shapes of the frozen
differential output mode, and maximize its signal-to-thermal-noise ratio.
Potential applications include filtering and stabilization of differential
wavefronts, as well as imaging, sensing, and communication in complex media.",http://arxiv.org/pdf/2509.09506v1
2509.09504v1,YSES 2b is a background star: Differential astrometric M-dwarf measurements in time,"We wish to confirm the nature of YSES 2b, a purportedly faint companion of
the young star YSES 2. We used on-sky observations from SPHERE and GRAVITY to
measure the astrometric position of 2b with respect to the star YSES 2, and
examined the competing hypotheses of (i) a bound substellar companion versus
(ii) a distant unrelated background source with a non-zero proper motion. YSES
2b appears to be a late-type M-dwarf star over 2 kiloparsecs behind the star
YSES 2. It has a transverse velocity of about 300 km/s and is located within
one of the spiral arms of the Galaxy. The main discriminant was multiple epochs
of GRAVITY astrometry that identified the sub-milliarcsecond parallactic motion
of the star.",http://arxiv.org/pdf/2509.09504v1
2509.09501v1,Region-Wise Correspondence Prediction between Manga Line Art Images,"Understanding region-wise correspondence between manga line art images is a
fundamental task in manga processing, enabling downstream applications such as
automatic line art colorization and in-between frame generation. However, this
task remains largely unexplored, especially in realistic scenarios without
pre-existing segmentation or annotations. In this paper, we introduce a novel
and practical task: predicting region-wise correspondence between raw manga
line art images without any pre-existing labels or masks. To tackle this
problem, we divide each line art image into a set of patches and propose a
Transformer-based framework that learns patch-level similarities within and
across images. We then apply edge-aware clustering and a region matching
algorithm to convert patch-level predictions into coherent region-level
correspondences. To support training and evaluation, we develop an automatic
annotation pipeline and manually refine a subset of the data to construct
benchmark datasets. Experiments on multiple datasets demonstrate that our
method achieves high patch-level accuracy (e.g., 96.34%) and generates
consistent region-level correspondences, highlighting its potential for
real-world manga applications.",http://arxiv.org/pdf/2509.09501v1
2509.09494v1,In-Loop Filtering Using Learned Look-Up Tables for Video Coding,"In-loop filtering (ILF) is a key technology in video coding standards to
reduce artifacts and enhance visual quality. Recently, neural network-based ILF
schemes have achieved remarkable coding gains, emerging as a powerful candidate
for next-generation video coding standards. However, the use of deep neural
networks (DNN) brings significant computational and time complexity or high
demands for dedicated hardware, making it challenging for general use. To
address this limitation, we study a practical ILF solution by adopting look-up
tables (LUTs). After training a DNN with a restricted reference range for ILF,
all possible inputs are traversed, and the output values of the DNN are cached
into LUTs. During the coding process, the filtering process is performed by
simply retrieving the filtered pixel through locating the input pixels and
interpolating between the cached values, instead of relying on heavy inference
computations. In this paper, we propose a universal LUT-based ILF framework,
termed LUT-ILF++. First, we introduce the cooperation of multiple kinds of
filtering LUTs and propose a series of customized indexing mechanisms to enable
better filtering reference perception with limited storage consumption. Second,
we propose the cross-component indexing mechanism to enable the filtering of
different color components jointly. Third, in order to make our solution
practical for coding uses, we propose the LUT compaction scheme to enable the
LUT pruning, achieving a lower storage cost of the entire solution. The
proposed framework is implemented in the VVC reference software. Experimental
results show that the proposed framework achieves on average 0.82%/2.97%/1.63%
and 0.85%/4.11%/2.06% bitrate reduction for common test sequences, under the AI
and RA configurations, respectively. Compared to DNN-based solutions, our
proposed solution has much lower time complexity and storage cost.",http://arxiv.org/pdf/2509.09494v1
2509.09489v1,Acoustic to Articulatory Speech Inversion for Children with Velopharyngeal Insufficiency,"Traditional clinical approaches for assessing nasality, such as
nasopharyngoscopy and nasometry, involve unpleasant experiences and are
problematic for children. Speech Inversion (SI), a noninvasive technique,
offers a promising alternative for estimating articulatory movement without the
need for physical instrumentation. In this study, an SI system trained on
nasalance data from healthy adults is augmented with source information from
electroglottography and acoustically derived F0, periodic and aperiodic energy
estimates as proxies for glottal control. This model achieves 16.92% relative
improvement in Pearson Product-Moment Correlation (PPMC) compared to a previous
SI system for nasalance estimation. To adapt the SI system for nasalance
estimation in children with Velopharyngeal Insufficiency (VPI), the model
initially trained on adult speech was fine-tuned using children with VPI data,
yielding an 7.90% relative improvement in PPMC compared to its performance
before fine-tuning.",http://arxiv.org/pdf/2509.09489v1
2509.09484v1,BagIt! An Adaptive Dual-Arm Manipulation of Fabric Bags for Object Bagging,"Bagging tasks, commonly found in industrial scenarios, are challenging
considering deformable bags' complicated and unpredictable nature. This paper
presents an automated bagging system from the proposed adaptive
Structure-of-Interest (SOI) manipulation strategy for dual robot arms. The
system dynamically adjusts its actions based on real-time visual feedback,
removing the need for pre-existing knowledge of bag properties. Our framework
incorporates Gaussian Mixture Models (GMM) for estimating SOI states,
optimization techniques for SOI generation, motion planning via Constrained
Bidirectional Rapidly-exploring Random Tree (CBiRRT), and dual-arm coordination
using Model Predictive Control (MPC). Extensive experiments validate the
capability of our system to perform precise and robust bagging across various
objects, showcasing its adaptability. This work offers a new solution for
robotic deformable object manipulation (DOM), particularly in automated bagging
tasks. Video of this work is available at https://youtu.be/6JWjCOeTGiQ.",http://arxiv.org/pdf/2509.09484v1
